Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
53389,Portugal,"A big, sweet, fruity wine, with ripe tannins, mint and chocolate flavors from the wood aging. It is rounded, polished, full of black plums, spice and finishing with balanced acidity. Keep for 3â€“4 years.",Evel Reserva,90,35.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2008 Evel Reserva Red (Douro),Portuguese Red,Real Companhia Velha				,,90000,16.2
53959,Portugal,"This gently wood-aged wine has spice and toast flavors over ripe mango and guava that are cut with a tight band of citrus. The wine is rich and full, finishing with just a lift of acidity.",Reserva Branco,90,35.0,Alentejano,,,Roger Voss,@vossroger,Herdade Grande 2014 Reserva Branco White (Alentejano),Portuguese White,Herdade Grande				,,90000,16.2
54742,Portugal,"Wood aged, this has rich, perfumed and rounded fruits that give a beautiful, creamy texture. There is a light tang of acidity as well to give freshness. Still young, this fine wine should be drunk from 2017.",Ribeiro Santo Vinha da Neve,92,35.0,DÃ£o,,,Roger Voss,@vossroger,Magnum Vinhos 2013 Ribeiro Santo Vinha da Neve White (DÃ£o),Portuguese White,Magnum Vinhos				,,92000,16.56
55156,Portugal,"Possibly too much wood has been used in maturing this wine, which results in a toasty, burnt character to the otherwise ripe fruit. At four years, the wood should have mellowed.",Reserva,87,35.0,DÃ£o,,,Roger Voss,@vossroger,Quinta das Marias 2012 Reserva Touriga Nacional (DÃ£o),Touriga Nacional,Quinta das Marias				,,87000,15.66
55210,Portugal,"This rich, oak-aged wine is so smooth with yellow fruits, with just an edge of citrus and spicy, toasty character. It's a beautiful, generous wine, opulent in its ripe fruit while keeping a cool, salty character. The wine is still young, needing to bring out even further flavors. Drink from 2017.",Branco,92,35.0,Beira Atlantico,,,Roger Voss,@vossroger,Quinta de Foz de Arouce 2013 Branco White (Beira Atlantico),Portuguese White,Quinta de Foz de Arouce				,,92000,16.56
55271,Portugal,"It's a ripe wood-aged wine, showing a full body, dark plum flavors and generous tannins. It is maturing well, giving plenty of ripe fruits along with spice and a solid tannic aftertaste.",Tinto,90,35.0,Alentejano,,,Roger Voss,@vossroger,Altas Quintas 2007 Tinto Red (Alentejano),Portuguese Red,Altas Quintas				,,90000,16.2
56482,Portugal,"Made from old plantings of Touriga Nacional in the Alentejo, this is a structured wine. Perfumed and juicy, it's rich in dark fruits and powerful tannins. Like any great wine from this grape, it's ready for aging, still densely textured and immense. Drink from 2018.",TN,93,35.0,Alentejo,,,Roger Voss,@vossroger,Herdade do EsporÃ£o 2011 TN Touriga Nacional (Alentejo),Touriga Nacional,Herdade do EsporÃ£o				,,93000,16.74
57059,Portugal,"Made from old vines, this ripe and firm wine is young and still developing. It has black fruits that are lifted by the juicy, concentrated acidity. Structure, spice, pepper and a generous, full palate all point to some aging. Drink from 2017.",Lua Cheia em Vinhas Velhas,90,35.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Lua Cheia em Vinhas Velhas Red (Douro),Portuguese Red,Wines & Winemakers				,,90000,16.2
58498,Portugal,"Young vines give a fruity style of wine with attractive violet aromas and black-fruit flavors. The wine has powerful dense tannins, spice from the wood aging and a cooler, mineral texture at the end. It is a rich wine, just now ready to drink.",,92,35.0,DÃ£o,,,Roger Voss,@vossroger,Quinta de Lemos 2010 Touriga Nacional (DÃ£o),Touriga Nacional,Quinta de Lemos				,,92000,16.56
59106,Portugal,"From the highest point of the Herdade da Boavista Vineyard in Alentejo, this is complex, mineral driven and structured. It combines great fruitiness with spice, intense acidity and dark smokiness. Best aged for at least three years.",Outeiro,92,35.0,Alentejano,,,Roger Voss,@vossroger,Terras de Alter 2009 Outeiro Red (Alentejano),Portuguese Red,Terras de Alter				,,92000,16.56
61320,Portugal,"The Jaen in Portugal is unique to the DÃ£o (in Spain it is called MencÃ­a). It gives, as in this wood-aged wine, a richly tannic character, full of red-berry fruits. The wood aging creates the hint of toast that is still present. Drink from 2018.",Enxertia,88,35.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2013 Enxertia Jaen (DÃ£o),Jaen,Casa da Passarella				,,88000,15.84
62419,Portugal,"From a small Lisboa vineyard owned by Rocim's Catarina Vieira, this wine is a rich blend of Touriga Nacional and Tinta Roriz. It offers concentrated tannins and solid texture. At the same time, the black-currant fruit adds a great lift of juiciness and acidity. Drink the wine now.",Vale da Mata Reserva,92,35.0,Lisboa,,,Roger Voss,@vossroger,Herdade do Rocim 2013 Vale da Mata Reserva Red (Lisboa),Portuguese Red,Herdade do Rocim				,,92000,16.56
62420,Portugal,"SÃ©millon weaves its magic as a grape that attracts noble rot. This wine that comes from some of the higher-elevation Douro vineyards is rich with honey, dried apricot and intense acidity. The classic dry edge of the botrytis is very evident in this ripe, ready-to-drink wine.",GrandjÃ³ Late Harvest,92,35.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2013 GrandjÃ³ Late Harvest Semillon (Douro),SÃ©millon,Real Companhia Velha				,,92000,16.56
62671,Portugal,"Syrah is not an approved grape for Douro wines, so the grapes from the small parcel at Romaneira go under the regional name. The wine is rich, generous and concentrated. Perfumed black fruits are laced with fine tannins and a ripe acidity. A wine for aging further, it will be ready from 2018.",,90,35.0,Duriense,,,Roger Voss,@vossroger,Quinta da Romaneira 2013 Syrah (Duriense),Syrah,Quinta da Romaneira				,,90000,16.2
62938,Portugal,"Interesting contrast to the 20 Years Old from the same house, yielding similar walnut and caramel scents and also a touch of spirit on the nose. But quite different in the mouth, where it is blockier and more intense, with robust berry flavors. Finishes a little coarse and rustic.",10 Year Old Tawny,87,35.0,Port,,,Joe Czerwinski,@JoeCz,PoÃ§as NV 10 Year Old Tawny  (Port),Port,PoÃ§as				,,87000,15.66
5814,Portugal,The wine shows considerable wood aging flavors as well as the sweet toffee and fruit flavors. The wood spice is too dominant and throws the rest of the wine out of balance.,10-Years-Old Tawny,84,36.0,Port,,,Roger Voss,@vossroger,Quinta do Portal NV 10-Years-Old Tawny  (Port),Port,Quinta do Portal				,,84000,15.12
6912,Portugal,"Named after the barn owl (Tyto alba) that nests in the woods of the Lezirias estate, this has great tannins that give shape to the dense black fruits. With a powerful structure and so much of the Touriga Nacional perfumes, this is a wine for aging. Drink from 2018.",Companhia das LezÃ­rias Tyto Alba Vinhas Protegidas,93,36.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2012 Companhia das LezÃ­rias Tyto Alba Vinhas Protegidas Touriga Nacional (Tejo),Touriga Nacional,Wines & Winemakers				,,93000,16.74
16164,Portugal,"This 100% Touriga Nacional comes from the government-owned estate in the north of Tejo. Named after the barn owl that is found in the woods, the wine is structured with dense tannins as well as concentrated black fruits. It is balanced with its fruit and structure already working well together, but it will need time. Drink from 2019.",Companhia das Lezirias Tyto Alba,93,36.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Companhia das Lezirias Tyto Alba Touriga Nacional (Tejo),Touriga Nacional,Wines & Winemakers				,,93000,16.74
22312,Portugal,"A blend of grapes from different regions of the Douro, this is a ripe, concentrated wine. Perfumed black fruits and plenty of acidity give it a crisp while smooth texture. The wine is well in balance, hinting at minerality and is ready to drink starting from 2017.",Tinto,90,36.0,Douro,,,Roger Voss,@vossroger,Van Zellers 2013 Tinto Red (Douro),Portuguese Red,Van Zellers				,,90000,16.2
23985,Portugal,"There is a great, juicy feel to this otherwise serious and firm wine. Black fruit flavors push through the structure, offering richness as well as power. The acidity, layers of toast and an impressively fresh feel all come through strongly. It needs aging	 drink from 2017.",Tinto,93,36.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2009 Tinto Red (Lisboa),Portuguese Red,Quinta de Chocapalha			,,93000,16.74
24485,Portugal,"This is a smooth and rounded wine. With fine tannins and dark-berry flavors, it is structured and concentrated. The spice from the wood aging comes through at the end, along with attractive acidity. Drink from the end of 2017.",Aneto Grande Reserva,90,36.0,Douro,,,Roger Voss,@vossroger,Sobredos 2013 Aneto Grande Reserva Red (Douro),Portuguese Red,Sobredos				,,90000,16.2
36216,Portugal,"A powerful and dense wine, showing some rustic character, big red fruit and dark tannins. This superb wine has weight and concentration, balanced acidity and a growing sense of maturity. This wine from the legendary MouchÃ£o estate needs considerable aging	 drink from 2018.",,95,36.0,Alentejano,,,Roger Voss,@vossroger,MouchÃ£o 2007 Red (Alentejano),Portuguese Red,MouchÃ£o			,,95000,17.099999999999998
42876,Portugal,"Made from Cerceal, this is a delicious wine, lifted by some wood flavors giving a creamed baked apple flavor, with white currants and a final, refreshing burst of citrus.",,89,36.0,Beiras,,,Roger Voss,@vossroger,Quinta de Foz de Arouce 2008 White (Beiras),Portuguese White,Quinta de Foz de Arouce				,,89000,16.02
58659,Portugal,This is a highly perfumed wine from the village of Favaios above the Douro valley and well known for its Moscatel. It is rich with its candy-shop aromas and lychee flavor. The acidity of this dry wine is enough to keep it crisp and fresh. Drink now.,Vale de Poupa Galego Branco,89,36.0,Douro,,,Roger Voss,@vossroger,Secret Spot Wines 2015 Vale de Poupa Galego Branco Moscatel (Douro),Moscatel,Secret Spot Wines				,,89000,16.02
11543,Portugal,"Dense and powerful, this is an impressively concentrated and intense wine. It brings out rich tannins, equally rich black plum and spice flavors, a layer of smokiness plus a strong slash of minerality that cuts across the texture. For aging 5â€“6 years.",Grande Reserva,92,37.0,Douro,,,Roger Voss,@vossroger,Quinta do Portal 2006 Grande Reserva Red (Douro),Portuguese Red,Quinta do Portal				,,92000,16.56
38420,Portugal,"In its powerful, heavy bottle, this is a powerful, rich wine that is impressively dense and concentrated. Ripe red and black fruit flavors mingle alongside dark chocolate tones, supported by structured tannins. Age this impressive wine and drink after 2015.",Reserva,93,37.0,Lisboa,,,Roger Voss,@vossroger,Herdade do Rocim 2010 Reserva Red (Lisboa),Portuguese Red,Herdade do Rocim				,,93000,16.74
38680,Portugal,"Produced from vines in the heart of DÃ£o, just south of Viseu, this is a rich, ripely tropical wine. It has a great perfume from the Malvasia Fina in the blend, along with fresher acidity. Generous and full in the mouth, it is delicious and ready to drink now.",PaÃ§o dos Cunhas de Santar Vinha Contador,92,37.0,DÃ£o,,,Roger Voss,@vossroger,DÃ£o Sul 2013 PaÃ§o dos Cunhas de Santar Vinha Contador White (DÃ£o),Portuguese White,DÃ£o Sul				,,92000,16.56
10755,Portugal,"Rui Reguinga, named Portugal's Winemaker of the Year in 2009, produces this sumptuous wine. The fruit is rich, with jammy berries and plums, balanced with spice from wood aging. The core of tannins suggests a powerful wine that will age well.",Reserva,94,38.0,Alentejano,,,Roger Voss,@vossroger,Quinta do Quetzal 2007 Reserva Red (Alentejano),Portuguese Red,Quinta do Quetzal				,,94000,16.919999999999998
11005,Portugal,"This wood-aged wine is spicy, ripe, packed with rich yellow fruits and finished with acidity. It is beautifully balanced, the spice and toast well integrated with the fruit. Drink this still-young, tangy wine from late 2018.",Poento Reserva Branco,90,38.0,Alentejano,,,Roger Voss,@vossroger,EspaÃ§o Rural 2016 Poento Reserva Branco White (Alentejano),Portuguese White,EspaÃ§o Rural				,,90000,16.2
11274,Portugal,"The wine is ripe, generous and lightly structured. Black currant and black plum fruits surround a dry core that gives texture. It's not for long-term aging.",Tapada dos Coelheiros,86,38.0,Alentejano,,,Roger Voss,@vossroger,Herdade dos Coelheiros 2009 Tapada dos Coelheiros Red (Alentejano),Portuguese Red,Herdade dos Coelheiros				,,86000,15.479999999999999
15767,Portugal,"A second wine from the Pintas range of Jorge Serodio and Sandra Tavares, this is a big, forward wine, pushing out ripe red plum and strawberry fruits. It's almost sweet in its ripeness.",Pintas Character,88,38.0,Douro,,,Roger Voss,@vossroger,Wine & Soul 2005 Pintas Character Red (Douro),Portuguese Red,Wine & Soul				,,88000,15.84
36081,Portugal,"The spice and juicy fruit give the wine its intense strawberry flavor. To balance its fruit, the tannins lend a firm background structure. The wine has just the right weight, and its soft aftertaste, it's ready to drink now.",Grande Escolha,89,38.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lagoalva de Cima 2008 Grande Escolha Alfrocheiro (Tejo),Alfrocheiro,Quinta da Lagoalva de Cima				,,89000,16.02
55242,Portugal,"This is a minty, aromatic Syrah, with tannins that are laced with violet and blackberry flavors. It's finely structured, and shows a spice charcter from the fruit that combines easily with the wood toast. Age for 4 years.",Grande Escolha,91,38.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lagoalva de Cima 2008 Grande Escolha Syrah (Tejo),Syrah,Quinta da Lagoalva de Cima				,,91000,16.38
3443,Portugal,Red-berry fruits and soft tannins give a wine with some juicy acidity and spice. The firm aftertaste shows that it is still needs time. Drink from 2018.,Dona Matilde Reserva,88,39.0,Douro,,,Roger Voss,@vossroger,Quinta Dona Matilde 2013 Dona Matilde Reserva Red (Douro),Portuguese Red,Quinta Dona Matilde				,,88000,15.84
